CustomerID,Gender,PaymentMethod,Sign Up date,Country,Sector,Product,MonthlyCharges,Total Revenue
6067-NGCEU,Female,Credit card (automatic),3/17/2014,Kenya,Financial Services,Bulk SMS,0,0
9848-JQJTX,Male,Bank transfer (automatic),1/27/2014,Kenya,Agriculture,Bulk SMS,0,0
8637-XJIVR,Female,Electronic check,6/3/2015,Kenya,Clean Energy,USSD,0,0
9803-FTJCG,Male,Credit card (automatic),8/25/2015,Kenya,Consultancy,Bulk SMS,0,0
0278-YXOOG,Male,Mailed check,4/27/2015,Kenya,Marketing,Voice,0,0
3212-KXOCR,Male,Bank transfer (automatic),3/20/2014,Kenya,Entertainment,Bulk SMS,0,0
4598-XLKNJ,Female,Electronic check,10/22/2014,Kenya,Consultancy,Bulk SMS,0,0
6380-ARCEH,Male,Mailed check,1/30/2017,India,Payment Gateway,Bulk SMS,0,0
3679-XASPY,Female,Electronic check,9/26/2016,Togo,Logistics,Bulk SMS,0,0
7123-WQUHX,Male,Bank transfer (automatic),3/9/2015,Kenya,Consultancy,Voice,0,0
5386-THSLQ,Female,Bank transfer (automatic),3/5/2014,Kenya,FMCG,Airtime,0,0
3192-NQECA,Male,Bank transfer (automatic),2/1/2017,Kenya,Lending,Bulk SMS,0,0
6180-YBIQI,Male,Mailed check,6/15/2016,Uganda,Consultancy,Bulk SMS,0,0
6728-DKUCO,Female,Electronic check,12/9/2015,Kenya,Entertainment,Bulk SMS,0,0
9750-BOOHV,Female,Mailed check,1/12/2016,Kenya,Agriculture,Bulk SMS,0,0
8597-CWYHH,Male,Mailed check,11/14/2016,Kenya,Health,Bulk SMS,0,0
2848-YXSMW,Male,Credit card (automatic),3/2/2017,Kenya,Developer,Bulk SMS,0,0
0486-HECZI,Male,Electronic check,5/5/2015,Kenya,Lending,Bulk SMS,0,0
4549-ZDQYY,Female,Credit card (automatic),6/24/2013,Kenya,Clean Energy,Bulk SMS,0,0
5712-AHQNN,Female,Electronic check,11/30/2016,Kenya,Gaming,Bulk SMS,0,0
4846-WHAFZ,Female,Electronic check,11/1/2016,Kenya,Banking,Bulk SMS,0,0
5256-SKJGO,Female,Electronic check,6/20/2015,Kenya,Entertainment,USSD,0,0
3071-VBYPO,Male,Electronic check,1/21/2017,Kenya,Agriculture,Bulk SMS,0,0
9560-BBZXK,Female,Bank transfer (automatic),4/22/2015,Kenya,Insurance,Payments,0,0
5299-RULOA,Female,Electronic check,3/23/2015,Kenya,Consultancy,Airtime,0,0
8402-OOOHJ,Female,Mailed check,6/23/2016,Uganda,Developer,Bulk SMS,0,0
9445-ZUEQE,Male,Credit card (automatic),7/16/2015,Kenya,Gaming,Bulk SMS,0,0
1091-SOZGA,Female,Credit card (automatic),1/28/2016,Kenya,Banking,Bulk SMS,0,0
2928-HLDBA,Female,Mailed check,3/20/2013,Kenya,AT,Bulk SMS,0,0
0404-SWRVG,Male,Electronic check,2/14/2017,Kenya,Gaming,Bulk SMS,0,0
6497-TILVL,Female,Mailed check,8/17/2015,Kenya,Clean Energy,USSD,0,0
7219-TLZHO,Female,Mailed check,11/28/2012,Kenya,Consultancy,Bulk SMS,0,0
4622-YNKIJ,Male,Electronic check,6/23/2016,Kenya,Gaming,Premium SMS,0,0
4412-YLTKF,Female,Electronic check,11/5/2013,Kenya,Agriculture,Bulk SMS,0,0
6734-PSBAW,Male,Bank transfer (automatic),9/8/2014,Kenya,Consultancy,Bulk SMS,0,0
3930-ZGWVE,Male,Mailed check,11/27/2014,Kenya,Financial Services,Bulk SMS,0,0
2639-UGMAZ,Male,Electronic check,3/7/2016,Cameroon,Health,Bulk SMS,0,0
2876-GZYZC,Female,Electronic check,2/12/2016,Kenya,Insurance,Bulk SMS,0,0
6207-WIOLX,Female,Credit card (automatic),6/22/2015,Kenya,Banking,Bulk SMS,0,0
8587-XYZSF,Male,Bank transfer (automatic),6/3/2015,Kenya,Gaming,Bulk SMS,0,0
3091-FYHKI,Male,Electronic check,5/19/2017,Kenya,Gaming,Bulk SMS,0,0
2372-HWUHI,Male,Electronic check,3/30/2016,Kenya,Lending,Bulk SMS,0,0
7799-LGRDP,Female,Credit card (automatic),2/22/2017,Kenya,Consultancy,Bulk SMS,0,0
7850-VWJUU,Female,Bank transfer (automatic),9/25/2017,Kenya,Education,Bulk SMS,0,0
3774-VBNXY,Female,Mailed check,12/16/2014,Kenya,Education,Bulk SMS,0,0
6217-KDYWC,Male,Mailed check,7/12/2016,Kenya,Consultancy,Airtime,0,0
0390-DCFDQ,Female,Mailed check,4/5/2017,Kenya,Entertainment,Premium SMS,0,0
3146-MSEGF,Female,Credit card (automatic),4/7/2015,Kenya,Lending,Bulk SMS,0,0
4080-OGPJL,Female,Electronic check,11/19/2012,Kenya,Gaming,Bulk SMS,0,0
1095-WGNGG,Female,Bank transfer (automatic),2/18/2016,Kenya,Consultancy,Bulk SMS,0,0
2636-SJDOU,Male,Credit card (automatic),10/6/2016,Cote d'Ivoire (Ivory Coast),Gaming,Bulk SMS,0,0
1131-QQZEB,Male,Bank transfer (automatic),9/22/2015,Kenya,Developer,Premium SMS,0,0
5716-EZXZN,Female,Credit card (automatic),11/7/2014,Kenya,Lending,Bulk SMS,0,0
6837-BJYDQ,Male,Mailed check,10/12/2013,Kenya,Manufacturing,Bulk SMS,0,0
2135-RXIHG,Male,Electronic check,11/29/2016,Kenya,Utilities,Bulk SMS,0,0
6440-DKQGE,Male,Credit card (automatic),3/14/2015,Kenya,Education,Airtime,0,0
3466-BYAVD,Male,Mailed check,9/2/2014,Kenya,Consultancy,Bulk SMS,0,0
3780-YVMFA,Female,Electronic check,9/23/2016,Kenya,Health,Bulk SMS,0,0
3874-EQOEP,Male,Mailed check,4/3/2017,Kenya,Financial Services,USSD,0,0
1679-JRFBR,Female,Credit card (automatic),3/8/2017,Kenya,Health,Bulk SMS,0,0
9073-ZZIAY,Male,Electronic check,10/4/2017,Kenya,Developer,Bulk SMS,0,0
3077-RSNTJ,Female,Mailed check,2/29/2016,Kenya,Lending,Bulk SMS,0,0
6551-GNYDG,Female,Bank transfer (automatic),4/19/2017,Kenya,Banking,Bulk SMS,0,0
9167-APMXZ,Female,Bank transfer (automatic),2/28/2017,Kenya,Gaming,Bulk SMS,0,0
2749-CTKAJ,Male,Mailed check,8/7/2016,Kenya,Health,Voice,0,0
6371-NZYEG,Male,Mailed check,5/2/2017,Kenya,Consultancy,Voice,0,0
7554-NEWDD,Male,Bank transfer (automatic),12/14/2016,Netherlands,Legal,Bulk SMS,0,0
8992-VONJD,Female,Electronic check,9/20/2017,Kenya,Energy,Bulk SMS,0,0
0867-MKZVY,Female,Electronic check,9/6/2017,Kenya,Insurance,Bulk SMS,0,0
4482-EWFMI,Female,Electronic check,1/30/2015,United States,Education,Bulk SMS,0,0
4648-YPBTM,Male,Bank transfer (automatic),3/1/2017,Kenya,Banking,Bulk SMS,0,0
2907-ILJBN,Female,Mailed check,6/20/2013,Kenya,Agriculture,Bulk SMS,0,0
6345-FZOQH,Male,Mailed check,6/30/2013,Kenya,Clean Energy,Bulk SMS,0,0
3376-BMGFE,Female,Bank transfer (automatic),1/27/2017,Kenya,Consultancy,Airtime,0,0
5997-OPVFA,Male,Bank transfer (automatic),6/21/2017,Turkey,Banking,Bulk SMS,0,0
3445-HXXGF,Male,Electronic check,2/24/2017,Kenya,Agriculture,Voice,0,0
1159-WFSGR,Female,Electronic check,10/9/2015,Kenya,Lending,Bulk SMS,0,0
7654-YWJUF,Male,Bank transfer (automatic),7/20/2016,Kenya,Consultancy,USSD,0,0
1875-QIVME,Female,Electronic check,7/21/2012,Kenya,Consultancy,Bulk SMS,0,0
6727-IOTLZ,Male,Mailed check,4/25/2017,Kenya,Manufacturing,Bulk SMS,0,0
0691-JVSYA,Female,Bank transfer (automatic),10/1/2014,Kenya,Transport,Bulk SMS,0,0
5918-VUKWP,Female,Bank transfer (automatic),10/6/2016,Israel,Payment Gateway,Bulk SMS,0,0
1744-JHKYS,Female,Electronic check,9/17/2015,Kenya,Lending,Bulk SMS,0,0
2656-FMOKZ,Female,Mailed check,9/26/2015,Kenya,Education,Bulk SMS,0,0
2070-FNEXE,Female,Bank transfer (automatic),9/20/2017,Kenya,Research,Airtime,0,0
5947-SGKCL,Female,Bank transfer (automatic),4/25/2016,Kenya,Consultancy,USSD,0,0
3712-PKXZA,Male,Credit card (automatic),2/5/2016,Kenya,Consultancy,Voice,0,0
6317-YPKDH,Female,Bank transfer (automatic),5/17/2017,Mexico,Lending,USSD,0,0
6582-OIVSP,Female,Mailed check,7/20/2016,Kenya,Consultancy,Voice,0,0
9367-WXLCH,Male,Bank transfer (automatic),7/8/2013,Kenya,Financial Services,Bulk SMS,0,0
5524-KHNJP,Male,Credit card (automatic),12/1/2016,Kenya,Health,Bulk SMS,0,0
1918-ZBFQJ,Female,Electronic check,8/24/2015,Kenya,Lending,USSD,0,0
1024-GUALD,Female,Electronic check,10/6/2015,Kenya,Consultancy,Bulk SMS,0,0
4827-USJHP,Male,Mailed check,8/2/2016,Kenya,Health,USSD,0,0
8167-GJLRN,Male,Electronic check,11/18/2016,Kenya,Developer,USSD,0,0
0956-SYCWG,Female,Electronic check,2/12/2014,Kenya,Transport,Bulk SMS,0,0
8017-UVSZU,Female,Credit card (automatic),11/3/2014,Kenya,Health,Bulk SMS,0,0
7100-FQPRV,Male,Credit card (automatic),9/28/2015,Kenya,Health,Bulk SMS,0,0
2472-OVKUP,Male,Electronic check,3/27/2015,Kenya,Education,Bulk SMS,0,0
2984-RGEYA,Female,Bank transfer (automatic),7/19/2016,Rwanda,Financial Services,Bulk SMS,0,0
9680-NIAUV,Female,Credit card (automatic),4/17/2015,Kenya,Lending,Bulk SMS,0,0
2146-EGVDT,Male,Credit card (automatic),3/2/2017,Kenya,Health,Bulk SMS,0,0
2604-IJPDU,Female,Electronic check,9/14/2016,Kenya,Entertainment,Premium SMS,0,0
9178-JHUVJ,Male,Bank transfer (automatic),9/20/2017,Kenya,Entertainment,Premium SMS,0,0
6168-YBYNP,Male,Electronic check,5/9/2017,Kenya,Payment Gateway,Bulk SMS,0,0
7255-SSFBC,Male,Bank transfer (automatic),3/30/2016,Kenya,Retail,Bulk SMS,0,0
3645-DEYGF,Male,Mailed check,5/31/2016,Kenya,Clean Energy,Bulk SMS,0,0
9323-HGFWY,Female,Credit card (automatic),7/27/2017,Nigeria,Real Estate,Bulk SMS,0,0
8544-GOQSH,Female,Credit card (automatic),1/12/2017,Kenya,Consultancy,Bulk SMS,0,0
3363-DTIVD,Male,Electronic check,7/22/2013,Kenya,Consultancy,Bulk SMS,0,0
7018-WBJNK,Male,Credit card (automatic),3/17/2014,Kenya,Financial Services,Bulk SMS,0,0
9142-KZXOP,Male,Credit card (automatic),4/6/2015,Kenya,Developer,Airtime,0,0
7674-YTAFD,Female,Bank transfer (automatic),10/8/2013,Kenya,Lending,Bulk SMS,0,0
6348-SNFUS,Male,Credit card (automatic),8/26/2015,Kenya,ISP,Bulk SMS,0,0
1285-OKIPP,Male,Electronic check,5/15/2015,Kenya,ISP,Airtime,0,0
7825-ECJRF,Female,Electronic check,10/9/2015,Kenya,Banking,USSD,0,0
1347-KTTTA,Male,Credit card (automatic),4/28/2016,Kenya,Education,Bulk SMS,0,0
7841-TZDMQ,Male,Credit card (automatic),2/11/2015,Kenya,Utilities,Bulk SMS,0,0
4195-NZGTA,Female,Electronic check,2/17/2017,Kenya,Payment Gateway,Bulk SMS,0,0
7157-SMCFK,Male,Mailed check,7/18/2012,Kenya,Gaming,Bulk SMS,0,0
4709-LKHYG,Female,Electronic check,1/10/2013,Kenya,Consultancy,Bulk SMS,0,0
2504-DSHIH,Male,Electronic check,8/25/2015,Kenya,Payment Gateway,USSD,0,0
0699-NDKJM,Female,Bank transfer (automatic),11/10/2016,Kenya,Agriculture,Bulk SMS,0,0
9286-BHDQG,Male,Credit card (automatic),8/15/2017,Kenya,Consultancy,Bulk SMS,0,0
0230-WEQUW,Male,Bank transfer (automatic),11/26/2014,Kenya,Logistics,Bulk SMS,0,0
2040-LDIWQ,Male,Bank transfer (automatic),5/13/2015,Kenya,Retail,Bulk SMS,0,0
6496-JDSSB,Female,Bank transfer (automatic),8/11/2017,Kenya,Consultancy,Airtime,0,0
9408-SSNVZ,Female,Electronic check,7/13/2017,Kenya,Developer,Airtime,0,0
4443-EMBNA,Female,Bank transfer (automatic),7/27/2015,Kenya,Gaming,Bulk SMS,0,0
6469-MRVET,Male,Electronic check,9/22/2013,Kenya,Gaming,Bulk SMS,0,0
0742-MOABM,Male,Mailed check,3/15/2013,Kenya,Health,Bulk SMS,0,0
5961-VUSRV,Female,Bank transfer (automatic),5/9/2017,Kenya,Lending,Bulk SMS,0,0
6778-JFCMK,Male,Mailed check,1/25/2017,Kenya,Financial Services,Airtime,0,0
6341-JVQGF,Female,Mailed check,6/11/2015,Kenya,Financial Services,Bulk SMS,0,0
2232-DMLXU,Female,Mailed check,2/28/2014,Kenya,Gaming,Voice,0,0
4811-JBUVU,Male,Credit card (automatic),1/20/2017,Rwanda,Education,Voice,0,0
0945-TSONX,Female,Credit card (automatic),10/6/2015,Kenya,Developer,Airtime,0,0
2651-ZCBXV,Male,Credit card (automatic),10/4/2017,Kenya,Agriculture,Bulk SMS,0,0
3316-UWXUY,Male,Credit card (automatic),7/15/2015,Kenya,Banking,Bulk SMS,0,0
8937-RDTHP,Male,Mailed check,5/3/2016,Kenya,Gaming,Bulk SMS,0,0
7083-MIOPC,Female,Credit card (automatic),11/8/2017,Kenya,Agriculture,Bulk SMS,0,0
1984-GPTEH,Female,Electronic check,7/3/2017,Kenya,Gaming,Bulk SMS,0,0
1251-KRREG,Male,Mailed check,3/23/2016,Kenya,Consultancy,Airtime,0,0
0621-JFHOL,Female,Mailed check,6/10/2014,Kenya,Consultancy,Airtime,0,0
9903-LYSAB,Male,Electronic check,7/15/2014,Kenya,Financial Services,Bulk SMS,0,0
0094-OIFMO,Female,Electronic check,12/3/2015,Kenya,Banking,Bulk SMS,0,0
9227-UAQFT,Male,Mailed check,8/29/2014,Kenya,Utilities,Bulk SMS,0,0
7301-ABVAD,Female,Bank transfer (automatic),10/13/2016,Kenya,Health,Airtime,0,0
6614-FHDBO,Male,Bank transfer (automatic),9/6/2015,Kenya,Banking,Bulk SMS,0,0
7576-ASEJU,Female,Credit card (automatic),7/21/2017,Kenya,Consultancy,Airtime,0,0
9058-HRZSV,Female,Electronic check,10/18/2016,Kenya,Education,Bulk SMS,0,0
4522-AKYLR,Female,Electronic check,2/6/2015,Kenya,Education,Airtime,0,0
0221-WMXNQ,Male,Electronic check,12/17/2014,Kenya,AT,Premium SMS,0,0
0303-UNCIP,Male,Mailed check,6/25/2017,Nigeria,Others,Bulk SMS,0,0
9947-OTFQU,Male,Electronic check,5/13/2017,Tanzania,Consultancy,Airtime,0,0
0322-YINQP,Male,Mailed check,6/25/2017,Nigeria,Hosting,Airtime,0,0
0959-WHOKV,Male,Electronic check,9/19/2016,Kenya,Developer,Bulk SMS,0,0
4075-JFPGR,Female,Electronic check,6/18/2015,Kenya,Consultancy,Bulk SMS,0,0
4629-NRXKX,Female,Electronic check,7/4/2016,Kenya,Consultancy,Airtime,0,0
9514-JDSKI,Male,Electronic check,9/7/2017,Kenya,Consultancy,Bulk SMS,0,0
3282-ZISZV,Male,Credit card (automatic),6/18/2015,Kenya,Gaming,Bulk SMS,0,0
3675-YDUPJ,Male,Mailed check,4/17/2015,Kenya,Education,Airtime,0,0
4111-BNXIF,Female,Electronic check,2/14/2017,Kenya,Logistics,Bulk SMS,0,0
7017-VFHAY,Female,Credit card (automatic),5/27/2016,Kenya,Entertainment,Bulk SMS,0,0
6655-LHBYW,Male,Credit card (automatic),4/20/2015,Kenya,Banking,Bulk SMS,0,0
4959-JOSRX,Female,Credit card (automatic),2/11/2016,Kenya,Gaming,Bulk SMS,0,0
5046-NUHWD,Female,Electronic check,9/8/2016,Kenya,Lending,Bulk SMS,0,0
7273-TEFQD,Male,Electronic check,7/27/2013,Kenya,Developer,Bulk SMS,0,0
3606-TWKGI,Male,Electronic check,9/2/2015,Kenya,Financial Services,Bulk SMS,0,0
7529-ZDFXI,Male,Electronic check,12/8/2014,Kenya,Others,Bulk SMS,0,0
7605-BDWDC,Female,Bank transfer (automatic),7/27/2017,Kenya,Education,Bulk SMS,0,0
1950-KSVVJ,Female,Mailed check,10/12/2016,Kenya,Developer,Airtime,0,0
0123-CRBRT,Female,Mailed check,5/10/2017,Kenya,Education,Bulk SMS,0,0
6292-TOSSS,Male,Bank transfer (automatic),8/28/2014,Kenya,Lending,Bulk SMS,0,0
3197-ARFOY,Female,Mailed check,10/28/2016,Uganda,Consultancy,Bulk SMS,0,0
6323-AYBRX,Male,Mailed check,5/12/2015,Kenya,Agriculture,Bulk SMS,0,0
7014-ZZXAW,Female,Credit card (automatic),12/2/2016,Kenya,Lending,Voice,0,0
4385-GZQXV,Female,Electronic check,8/1/2017,Kenya,Education,Bulk SMS,0,0
7633-MVPUY,Male,Electronic check,3/29/2016,Kenya,Logistics,Bulk SMS,0,0
6366-ZGQGL,Male,Bank transfer (automatic),7/17/2013,Kenya,Consultancy,Airtime,0,0
4716-HHKQH,Male,Electronic check,3/2/2016,Kenya,Agriculture,Bulk SMS,0,0
5940-AHUHD,Male,Mailed check,4/5/2017,Kenya,Lending,USSD,0,0
6432-TWQLB,Male,Electronic check,5/29/2015,Kenya,Education,Bulk SMS,0,0
4484-GLZOU,Female,Electronic check,2/3/2016,Kenya,Transport,Bulk SMS,0,0
3179-GBRWV,Male,Bank transfer (automatic),6/7/2016,Kenya,Education,Bulk SMS,0,0
8645-KWHJO,Male,Electronic check,11/27/2014,Kenya,Clean Energy,Bulk SMS,0,0
4130-MZLCC,Female,Bank transfer (automatic),12/6/2016,Kenya,Gaming,Bulk SMS,0,0
0314-TKOSI,Female,Mailed check,11/30/2016,Kenya,Health,Airtime,0,0
8229-MYEJZ,Female,Electronic check,1/26/2017,Kenya,Developer,Bulk SMS,0,0
2080-SRCDE,Female,Mailed check,4/16/2014,Kenya,Consultancy,Voice,0,0
9577-WJVCQ,Female,Mailed check,6/28/2016,Kenya,Health,Bulk SMS,0,0
9512-UIBFX,Male,Mailed check,10/1/2015,Kenya,Consultancy,Bulk SMS,0,0
6202-DYYFX,Female,Credit card (automatic),2/16/2017,Kenya,Education,Bulk SMS,0,0
3808-HFKDE,Female,Electronic check,9/12/2017,Kenya,Payment Gateway,Bulk SMS,0,0
5583-SXDAG,Male,Electronic check,9/2/2015,Kenya,Financial Services,Bulk SMS,0,0
3488-PGMQJ,Male,Electronic check,8/31/2017,Kenya,Others,USSD,0,0
3580-REOAC,Male,Credit card (automatic),6/5/2017,Kenya,Education,Bulk SMS,0,0
